397904,156719,730811,152432,720380,791359,93624,716136,113252,355097
237029,518977,537260,207334,77742,685,502211,79630,481423,120448
95324,711854,603545,220104,528694,158374,633,367,505696,150633
724876,537446,315976,456214,160510,186775,338,81279,848760,471
218532,555,789656,339,342,351,797280,281236,102873,176933
214505,572,220618,217318,876,739,497315,75781,542163,630
