250603,597474,1100805,221542,593497,357849,229196,149824,528731,428855
88443,98483,546434,216765,539888,224194,296839,64860,469761,543786
229249,103293,603067,82345,385847,680908,604,519,684,154919
208498,109205,114103,488608,225451,218970,817765,548,358,720107
125131,681102,688705,630313,1803,197498,101484,295819,483,476
837616,232552,315919,541686,311,237902,438,484,493,586
558880,479008,544198,193028,502,425,103519,316817,396,287
