153582,554635,102271,588589,513818,531534,718189,480464,625954,687263
484342,123563,470536,339801,125595,290452,558644,532145,545452,569882
238235,121502,83880,818678,504849,847174,137983,492417,1168854,645041
115146,519157,539098,411,80033,272003,732509,504854,121242,515904
817228,580,536037,120556,69964,703,1370286,631,526613,100368
170909,487835,590233,464244,589094,203796,444892,713764,1350,512064
77060,800423,520518,366282,483617,477630,1316020,1418,148016,619
